Rank,Release Group,Worldwide,Domestic,%,Foreign,%
121,Radio Flyer,"$4,651,977","$4,651,977",100%,-,-
122,Blade Runner The Final Cut,"$4,642,280","$3,740,330",80.6%,"$901,950",19.4%
123,Mediterraneo,"$4,532,791","$4,532,791",100%,-,-
124,Bob Roberts,"$4,479,470","$4,479,470",100%,-,-
125,Twin Peaks: Fire Walk with Me,"$4,160,851","$4,160,851",100%,-,-
126,Man Trouble,"$4,096,030","$4,096,030",100%,-,-
127,Peter's Friends,"$4,058,564","$4,058,564",100%,-,-
128,Passed Away,"$4,030,793","$4,030,793",100%,-,-
129,The Gun in Betty Lou's Handbag,"$3,721,911","$3,721,911",100%,-,-
130,Traces of Red,"$3,206,714","$3,206,714",100%,-,-
131,K2,"$3,106,559","$3,106,559",100%,-,-
132,Blame It on the Bellboy,"$3,104,545","$3,104,545",100%,-,-
133,Tous les matins du monde,"$3,089,497","$3,089,497",100%,-,-
134,The Public Eye,"$3,067,917","$3,067,917",100%,-,-
135,CrissCross,"$3,052,738","$3,052,738",100%,-,-
136,This Is My Life,"$2,922,094","$2,922,094",100%,-,-
137,Reservoir Dogs,"$2,832,029","$2,832,029",100%,-,-
138,The Power of One,"$2,827,107","$2,827,107",100%,-,-
139,Newsies,"$2,819,485","$2,819,485",100%,-,-
140,Year of the Comet,"$2,791,515","$2,791,515",100%,-,-
141,Shadows and Fog,"$2,735,731","$2,735,731",100%,-,-
142,Raise the Red Lantern,"$2,603,061","$2,603,061",100%,-,-
143,Aces: Iron Eagle III,"$2,517,600","$2,517,600",100%,-,-
144,Flirting,"$2,415,396","$2,415,396",100%,-,-
145,Love Crimes,"$2,287,928","$2,287,928",100%,-,-
146,Noises Off...,"$2,280,148","$2,280,148",100%,-,-
147,A Brief History of Time,"$2,279,692","$2,279,692",100%,-,-
148,Mom and Dad Save the World,"$2,034,470","$2,034,470",100%,-,-
149,Gate 2: The Trespassers,"$2,032,973","$2,032,973",100%,-,-
150,Bad Lieutenant,"$2,019,469","$2,000,022",99%,"$19,447",1%
151,Night on Earth,"$2,015,810","$2,015,810",100%,-,-
152,Poison Ivy,"$1,829,804","$1,829,804",100%,-,-
153,Delicatessen,"$1,794,187","$1,794,187",100%,-,-
154,The Waterdance,"$1,723,319","$1,723,319",100%,-,-
155,Casablanca 1992 Re-release,"$1,719,913","$1,719,913",100%,-,-
156,Out on a Limb,"$1,659,542","$1,659,542",100%,-,-
157,Daughters of the Dust,"$1,642,436","$1,642,436",100%,-,-
158,Zebrahead,"$1,557,771","$1,557,771",100%,-,-
159,One False Move,"$1,543,112","$1,543,112",100%,-,-
160,A Midnight Clear,"$1,526,697","$1,526,697",100%,-,-
161,Leaving Normal,"$1,514,114","$1,514,114",100%,-,-
162,Where Angels Fear to Tread,"$1,403,033","$1,403,033",100%,-,-
163,South Central,"$1,373,196","$1,373,196",100%,-,-
164,Little Nemo: Adventures in Slumberland,"$1,368,000","$1,368,000",100%,-,-
165,Gas Food Lodging,"$1,342,613","$1,342,613",100%,-,-
166,Brother's Keeper,"$1,305,915","$1,305,915",100%,-,-
167,Spike & Mike's Festival of Animation Volume 1,"$1,268,529","$1,268,529",100%,-,-
168,The Best Intentions,"$1,253,106","$1,253,106",100%,-,-
169,Toto the Hero,"$1,228,153","$1,228,153",100%,-,-
170,The Hairdresser's Husband,"$1,217,084","$1,217,084",100%,-,-
171,Freddie as F.R.O.7.,"$1,119,368","$1,119,368",100%,-,-
172,Mistress,"$1,102,469","$1,102,469",100%,-,-
173,Waterland,"$1,100,218","$1,100,218",100%,-,-
174,Steeper & Deeper,"$1,076,685","$1,076,685",100%,-,-
175,Light Sleeper,"$1,055,987","$1,050,861",99.5%,"$5,126",0.5%
176,Europa,"$1,007,001","$1,007,001",100%,-,-
177,35 Up,"$922,872","$922,872",100%,-,-
178,Ruby,"$919,286","$919,286",100%,-,-
179,Brain Donors,"$918,239","$918,239",100%,-,-
180,Rampage,"$796,368","$796,368",100%,-,-
181,Cabeza de Vaca,"$789,127","$789,127",100%,-,-
182,Turtle Beach,"$778,535","$778,535",100%,-,-
183,Love Potion No. 9,"$754,935","$754,935",100%,-,-
184,Edward II,"$694,438","$694,438",100%,-,-
185,The Living End,"$692,585","$692,585",100%,-,-
186,Johnny Stecchino,"$626,057","$626,057",100%,-,-
187,Wild Orchid II: Two Shades of Blue,"$573,904","$573,904",100%,-,-
188,Incident at Oglala,"$536,848","$536,848",100%,-,-
189,Proof,"$524,668","$524,668",100%,-,-
190,Voyager,"$516,517","$516,517",100%,-,-
191,Crossing the Bridge,"$479,676","$479,676",100%,-,-
192,Danzón,"$450,501","$450,501",100%,-,-
193,Storyville,"$422,503","$422,503",100%,-,-
194,The Adjuster,"$396,573","$396,573",100%,-,-
195,Where the Day Takes You,"$390,152","$390,152",100%,-,-
196,Close to Eden,"$377,832","$377,832",100%,-,-
197,Monster in a Box,"$311,245","$311,245",100%,-,-
198,The Panama Deception,"$309,596","$309,596",100%,-,-
199,Hard Promises,"$306,319","$306,319",100%,-,-
200,Becoming Colette,"$272,931","$272,931",100%,-,-
1,Jurassic Park,"$978,167,947","$357,067,947",36.5%,"$621,100,000",63.5%
2,Mrs. Doubtfire,"$219,195,243","$219,195,243",100%,-,-
3,The Fugitive,"$183,875,760","$183,875,760",100%,-,-
4,The Firm,"$158,348,367","$158,348,367",100%,-,-
5,Sleepless in Seattle,"$126,680,884","$126,680,884",100%,-,-
6,Indecent Proposal,"$106,614,059","$106,614,059",100%,-,-
7,In the Line of Fire,"$102,314,823","$102,314,823",100%,-,-
8,The Pelican Brief,"$100,768,056","$100,768,056",100%,-,-
9,Schindler's List,"$96,065,768","$96,065,768",100%,-,-
10,Cliffhanger,"$84,049,211","$84,049,211",100%,-,-
11,Free Willy,"$77,698,625","$77,698,625",100%,-,-
12,Philadelphia,"$77,446,440","$77,446,440",100%,-,-
13,Groundhog Day,"$70,906,973","$70,906,973",100%,-,-
14,Grumpy Old Men,"$70,172,621","$70,172,621",100%,-,-
15,Cool Runnings,"$68,856,263","$68,856,263",100%,-,-
16,Dave,"$63,270,710","$63,270,710",100%,-,-
17,Rising Sun,"$63,179,523","$63,179,523",100%,-,-
18,Demolition Man,"$58,055,768","$58,055,768",100%,-,-
19,Sister Act 2: Back in the Habit,"$57,319,029","$57,319,029",100%,-,-
20,Tombstone,"$56,505,065","$56,505,065",100%,-,-
21,The Three Musketeers,"$53,898,845","$53,898,845",100%,-,-
22,Rookie of the Year,"$53,615,089","$53,615,089",100%,-,-
23,Beethoven's 2nd,"$53,443,066","$53,443,066",100%,-,-
24,Dennis the Menace,"$51,270,765","$51,270,765",100%,-,-
25,Sommersby,"$50,081,992","$50,081,992",100%,-,-
26,The Nightmare Before Christmas,"$50,033,869","$50,003,043",99.9%,"$30,826",<0.1%
27,Last Action Hero,"$50,016,394","$50,016,394",100%,-,-
28,Addams Family Values,"$48,919,043","$48,919,043",100%,-,-
29,Malice,"$46,405,336","$46,405,336",100%,-,-
30,Made in America,"$44,942,695","$44,942,695",100%,-,-
31,The Good Son,"$44,789,789","$44,789,789",100%,-,-
32,The Beverly Hillbillies,"$44,029,386","$44,029,386",100%,-,-
33,Teenage Mutant Ninja Turtles III,"$42,273,609","$42,273,609",100%,-,-
34,Homeward Bound: The Incredible Journey,"$41,833,324","$41,833,324",100%,-,-
35,Snow White and the Seven Dwarfs 1993 Re-release,"$41,634,471","$41,634,471",100%,-,-
36,Falling Down,"$40,903,593","$40,903,593",100%,-,-
37,The Piano,"$40,157,856","$40,157,856",100%,-,-
38,Hocus Pocus,"$39,514,713","$39,514,713",100%,-,-
39,What's Love Got to Do with It,"$39,100,956","$39,100,956",100%,-,-
40,Hot Shots! Part Deux,"$38,922,972","$38,922,972",100%,-,-
41,Carlito's Way,"$36,948,322","$36,948,322",100%,-,-
42,Alive,"$36,733,909","$36,733,909",100%,-,-
43,Son in Law,"$36,448,400","$36,448,400",100%,-,-
44,Sliver,"$36,300,000","$36,300,000",100%,-,-
45,Robin Hood: Men in Tights,"$35,739,755","$35,739,755",100%,-,-
46,Dragon: The Bruce Lee Story,"$35,113,743","$35,113,743",100%,-,-
47,The Joy Luck Club,"$32,901,136","$32,901,136",100%,-,-
48,Hard Target,"$32,589,677","$32,589,677",100%,-,-
49,The Sandlot,"$32,434,006","$32,434,006",100%,-,-
50,The Age of Innocence,"$32,255,440","$32,255,440",100%,-,-
51,Cop & ½,"$31,889,691","$31,889,691",100%,-,-
52,The Secret Garden,"$31,181,347","$31,181,347",100%,-,-
53,A Perfect World,"$31,130,999","$31,130,999",100%,-,-
54,Point of No Return,"$30,038,362","$30,038,362",100%,-,-
55,Loaded Weapon 1,"$27,979,399","$27,979,399",100%,-,-
56,Menace II Society,"$27,912,072","$27,912,072",100%,-,-
57,My Life,"$27,804,899","$27,804,899",100%,-,-
58,Poetic Justice,"$27,515,786","$27,515,786",100%,-,-
59,Shadowlands,"$25,842,377","$25,842,377",100%,-,-
60,In the Name of the Father,"$25,096,862","$25,096,862",100%,-,-
61,The Man Without a Face,"$24,760,338","$24,760,338",100%,-,-
62,Striking Distance,"$24,107,867","$24,107,867",100%,-,-
63,The Adventures of Huck Finn,"$24,103,594","$24,103,594",100%,-,-
64,Benny & Joon,"$23,261,580","$23,261,580",100%,-,-
65,The Remains of the Day,"$23,237,911","$23,237,911",100%,-,-
66,The Program,"$23,032,565","$23,032,565",100%,-,-
67,Guilty as Sin,"$22,866,222","$22,866,222",100%,-,-
68,Rudy,"$22,750,363","$22,750,363",100%,-,-
69,Much Ado About Nothing,"$22,549,338","$22,549,338",100%,-,-
70,Nowhere to Run,"$22,189,039","$22,189,039",100%,-,-
71,Like Water for Chocolate,"$21,665,468","$21,665,468",100%,-,-
72,Coneheads,"$21,274,717","$21,274,717",100%,-,-
73,Super Mario Bros.,"$20,915,465","$20,915,465",100%,-,-
74,Another Stakeout,"$20,208,496","$20,208,496",100%,-,-
75,Fire in the Sky,"$19,885,552","$19,885,552",100%,-,-
76,Sniper,"$18,994,653","$18,994,653",100%,-,-
77,Untamed Heart,"$18,898,806","$18,898,806",100%,-,-
78,Geronimo: An American Legend,"$18,635,620","$18,635,620",100%,-,-
79,Posse,"$18,289,763","$18,289,763",100%,-,-
80,CB4,"$17,953,778","$17,953,778",100%,-,-
81,Born Yesterday,"$17,952,857","$17,952,857",100%,-,-
82,A Bronx Tale,"$17,287,898","$17,287,898",100%,-,-
83,Sidekicks,"$17,180,393","$17,180,393",100%,-,-
84,Heart and Souls,"$16,589,540","$16,589,540",100%,-,-
85,Jason Goes to Hell,"$15,935,068","$15,935,068",100%,-,-
86,Needful Things,"$15,185,672","$15,185,672",100%,-,-
87,Indian Summer,"$14,904,910","$14,904,910",100%,-,-
88,The Vanishing,"$14,543,394","$14,543,394",100%,-,-
89,The Crush,"$13,609,396","$13,609,396",100%,-,-
90,Body of Evidence,"$13,273,595","$13,273,595",100%,-,-
91,True Romance,"$13,088,778","$12,281,551",93.8%,"$807,227",6.2%
92,Man's Best Friend,"$12,974,636","$12,974,636",100%,-,-
93,A Far Off Place,"$12,890,752","$12,890,752",100%,-,-
94,Weekend at Bernie's II,"$12,741,891","$12,741,891",100%,-,-
95,Judgment Night,"$12,526,677","$12,526,677",100%,-,-
96,Life with Mikey,"$12,440,858","$12,440,858",100%,-,-
97,Undercover Blues,"$12,324,660","$12,324,660",100%,-,-
98,Strictly Ballroom,"$11,738,022","$11,738,022",100%,-,-
99,So I Married an Axe Murderer,"$11,585,483","$11,585,483",100%,-,-
100,Army of Darkness,"$11,502,976","$11,502,976",100%,-,-
101,Manhattan Murder Mystery,"$11,330,911","$11,330,911",100%,-,-
102,Who's the Man?,"$11,299,730","$11,299,730",100%,-,-
103,For Love or Money,"$11,146,270","$11,146,270",100%,-,-
104,Mad Dog and Glory,"$11,081,586","$11,081,586",100%,-,-
105,Gettysburg,"$10,769,960","$10,769,960",100%,-,-
106,RoboCop 3,"$10,696,210","$10,696,210",100%,-,-
107,The Dark Half,"$10,611,160","$10,611,160",100%,-,-
108,Look Who's Talking Now,"$10,340,263","$10,340,263",100%,-,-
109,Boiling Point,"$10,058,318","$10,058,318",100%,-,-
110,What's Eating Gilbert Grape,"$10,032,765","$10,032,765",100%,-,-
111,Amos & Andrew,"$9,745,803","$9,745,803",100%,-,-
112,Flesh and Bone,"$9,709,451","$9,709,451",100%,-,-
113,Matinee,"$9,532,895","$9,532,895",100%,-,-
114,We're Back! A Dinosaur's Story,"$9,317,021","$9,317,021",100%,-,-
115,Lost in Yonkers,"$9,285,189","$9,285,189",100%,-,-
116,Leprechaun,"$8,556,940","$8,556,940",100%,-,-
117,Mr. Jones,"$8,345,845","$8,345,845",100%,-,-
118,Aspen Extreme,"$8,041,049","$8,041,049",100%,-,-
119,The Meteor Man,"$8,016,708","$8,016,708",100%,-,-
120,Dazed and Confused,"$7,993,039","$7,993,039",100%,-,-
121,Fatal Instinct,"$7,839,327","$7,839,327",100%,-,-
122,Lorenzo's Oil,"$7,286,388","$7,286,388",100%,-,-
123,Searching for Bobby Fischer,"$7,266,383","$7,266,383",100%,-,-
124,Fearless,"$6,995,302","$6,995,302",100%,-,-
125,Children of the Corn II: The Final Sacrifice,"$6,980,986","$6,980,986",100%,-,-
126,The Wedding Banquet,"$6,933,459","$6,933,459",100%,-,-
127,Fortress,"$6,739,141","$6,739,141",100%,-,-
128,Best of the Best II,"$6,608,687","$6,608,687",100%,-,-
129,Once Upon a Forest,"$6,582,052","$6,582,052",100%,-,-
130,The Real McCoy,"$6,484,246","$6,484,246",100%,-,-
131,The Temp,"$6,419,876","$6,419,876",100%,-,-
132,Six Degrees of Separation,"$6,405,918","$6,405,918",100%,-,-
133,Short Cuts,"$6,110,979","$6,110,979",100%,-,-
134,Farewell My Concubine,"$6,107,179","$5,216,888",85.4%,"$890,291",14.6%
135,The Cemetery Club,"$6,011,745","$6,011,745",100%,-,-
136,Heaven & Earth,"$5,864,949","$5,864,949",100%,-,-
137,Batman: Mask of the Phantasm,"$5,830,391","$5,617,391",96.3%,"$213,000",3.7%
138,Hear No Evil,"$5,679,569","$5,679,569",100%,-,-
139,Swing Kids,"$5,632,086","$5,632,086",100%,-,-
140,Three of Hearts,"$5,495,507","$5,495,507",100%,-,-
141,Orlando,"$5,319,445","$5,319,445",100%,-,-
142,Jack the Bear,"$5,145,823","$5,145,823",100%,-,-
143,Ghost in the Machine,"$5,086,909","$5,086,909",100%,-,-
144,Surf Ninjas,"$4,916,135","$4,916,135",100%,-,-
145,Into the West,"$4,790,801","$4,790,801",100%,-,-
146,Bound by Honor,"$4,496,583","$4,496,583",100%,-,-
147,Mr. Nanny,"$4,348,572","$4,348,572",100%,-,-
148,This Boy's Life,"$4,104,962","$4,104,962",100%,-,-
149,Warlock: The Armageddon,"$3,902,679","$3,902,679",100%,-,-
150,Tom and Jerry: The Movie,"$3,560,469","$3,560,469",100%,-,-
151,Father Hood,"$3,418,141","$3,418,141",100%,-,-
152,My Boyfriend's Back,"$3,335,984","$3,335,984",100%,-,-
153,Screen Two: The Snapper,"$3,323,524","$3,323,524",100%,-,-
154,Happily Ever After,"$3,299,382","$3,299,382",100%,-,-
155,Only the Strong,"$3,283,371","$3,283,371",100%,-,-
156,Splitting Heirs,"$3,246,063","$3,246,063",100%,-,-
157,Mr. Wonderful,"$3,125,424","$3,125,424",100%,-,-
158,Airborne,"$2,850,263","$2,850,263",100%,-,-
159,The Judas Project,"$2,850,135","$2,850,135",100%,-,-
160,Map of the Human Heart,"$2,806,881","$2,806,881",100%,-,-
161,Hexed,"$2,786,807","$2,786,807",100%,-,-
162,Calendar Girl,"$2,570,550","$2,570,550",100%,-,-
163,Son of the Pink Panther,"$2,438,031","$2,438,031",100%,-,-
164,Kalifornia,"$2,395,231","$2,395,231",100%,-,-
165,Rich in Love,"$2,149,866","$2,149,866",100%,-,-
166,The Nutcracker,"$2,119,994","$2,119,994",100%,-,-
167,Screen Two: The Clothes in the Wardrobe,"$2,106,846","$2,106,846",100%,-,-
168,Married to It,"$2,059,832","$2,059,832",100%,-,-
169,El Mariachi,"$2,040,920","$2,040,920",100%,-,-
170,Nemesis,"$2,001,124","$2,001,124",100%,-,-
171,The Story of Qiu Ju,"$1,890,247","$1,890,247",100%,-,-
172,The Night We Never Met,"$1,884,814","$1,884,814",100%,-,-
173,Boxing Helena,"$1,796,389","$1,796,389",100%,-,-
174,Naked,"$1,769,305","$1,769,305",100%,-,-
175,Carnosaur,"$1,753,979","$1,753,979",100%,-,-
176,A Home of Our Own,"$1,677,807","$1,677,807",100%,-,-
177,Josh and S.A.M.,"$1,640,220","$1,640,220",100%,-,-
178,Black Diamond Rush,"$1,634,386","$1,634,386",100%,-,-
179,Wide Sargasso Sea,"$1,614,784","$1,614,784",100%,-,-
180,A Heart in Winter,"$1,605,437","$1,605,437",100%,-,-
181,M. Butterfly,"$1,498,795","$1,498,795",100%,-,-
182,A Dangerous Woman,"$1,497,222","$1,497,222",100%,-,-
183,Ernest Rides Again,"$1,450,029","$1,450,029",100%,-,-
184,Shadow of the Wolf,"$1,434,174","$1,434,174",100%,-,-
185,Three Colors: Blue,"$1,324,974","$1,324,974",100%,-,-
186,Thirty Two Short Films About Glenn Gould,"$1,319,521","$1,319,521",100%,-,-
187,Baraka,"$1,254,237","$1,254,237",100%,-,-
188,King of the Hill,"$1,214,231","$1,214,231",100%,-,-
189,"Olivier, Olivier","$1,154,476","$1,154,476",100%,-,-
190,Excessive Force,"$1,152,117","$1,152,117",100%,-,-
191,Money for Nothing,"$1,039,824","$1,039,824",100%,-,-
192,The Thing Called Love,"$1,029,721","$1,029,721",100%,-,-
193,Love Field,"$1,014,726","$1,014,726",100%,-,-
194,"We Love It!/The Man Who Yelled/The Stain/Billy Nayer/Little Wolf/The Square of Light/Prehistoric Beast/I Think I Was an Alcoholic/The Sandman/Words, Words, Words/Gahan Wilson's Diner","$1,012,881","$1,012,881",100%,-,-
195,Ruby in Paradise,"$1,001,437","$1,001,437",100%,-,-
196,The Stolen Children,"$931,280","$931,280",100%,-,-
197,Knight Moves,"$923,418","$923,418",100%,-,-
198,The War Room,"$901,668","$901,668",100%,-,-
199,Street Knight,"$841,015","$841,015",100%,-,-
200,The Last Days of Chez Nous,"$831,578","$831,578",100%,-,-
1,The Lion King,"$763,455,561","$312,855,561",41%,"$450,600,000",59%
2,Forrest Gump,"$329,694,499","$329,694,499",100%,-,-
3,True Lies,"$146,282,411","$146,282,411",100%,-,-
4,The Santa Clause,"$144,833,522","$144,833,357",100%,$165,<0.1%
5,The Flintstones,"$130,531,208","$130,531,208",100%,-,-
6,Dumb and Dumber,"$127,175,668","$127,175,374",100%,$294,<0.1%
7,Clear and Present Danger,"$122,187,717","$122,187,717",100%,-,-
8,Speed,"$121,248,145","$121,248,145",100%,-,-
9,The Mask,"$119,938,730","$119,938,730",100%,-,-
10,Pulp Fiction,"$107,955,899","$107,928,762",100%,"$27,137",<0.1%
11,Interview with the Vampire: The Vampire Chronicles,"$105,295,870","$105,264,608",100%,"$31,262",<0.1%
12,Maverick,"$101,631,272","$101,631,272",100%,-,-
13,Street Fighter,"$99,431,786","$33,423,521",33.6%,"$66,008,265",66.4%
14,The Client,"$92,115,211","$92,115,211",100%,-,-
15,Disclosure,"$83,015,089","$83,015,089",100%,-,-
16,Star Trek: Generations,"$75,671,125","$75,671,125",100%,-,-
17,Ace Ventura: Pet Detective,"$72,217,396","$72,217,396",100%,-,-
18,Stargate,"$71,567,262","$71,567,262",100%,-,-
19,Legends of the Fall,"$66,638,883","$66,638,883",100%,-,-
20,Wolf,"$65,002,597","$65,002,597",100%,-,-
21,The Specialist,"$57,362,582","$57,362,582",100%,-,-
22,Four Weddings and a Funeral,"$52,700,832","$52,700,832",100%,-,-
23,The Little Rascals,"$52,125,282","$52,125,282",100%,-,-
24,Naked Gun 33 1/3: The Final Insult,"$51,132,598","$51,132,598",100%,-,-
25,The Crow,"$50,693,129","$50,693,129",100%,-,-
26,Natural Born Killers,"$50,282,766","$50,282,766",100%,-,-
27,Angels in the Outfield,"$50,236,831","$50,236,831",100%,-,-
28,Little Women,"$50,083,616","$50,083,616",100%,-,-
29,When a Man Loves a Woman,"$50,021,959","$50,021,959",100%,-,-
30,The River Wild,"$46,816,343","$46,816,343",100%,-,-
31,D2: The Mighty Ducks,"$45,610,410","$45,610,410",100%,-,-
32,Timecop,"$44,853,581","$44,853,581",100%,-,-
33,City Slickers II: The Legend of Curly's Gold,"$43,622,150","$43,622,150",100%,-,-
34,The Jungle Book,"$43,229,904","$43,229,904",100%,-,-
35,Beverly Hills Cop III,"$42,614,912","$42,614,912",100%,-,-
36,Nobody's Fool,"$39,491,975","$39,491,975",100%,-,-
37,The Paper,"$38,824,341","$38,824,341",100%,-,-
38,On Deadly Ground,"$38,590,458","$38,590,458",100%,-,-
39,Richie Rich,"$38,087,756","$38,087,756",100%,-,-
40,It Could Happen to You,"$37,939,757","$37,939,757",100%,-,-
41,Junior,"$36,763,355","$36,763,355",100%,-,-
42,Nell,"$33,683,817","$33,683,817",100%,-,-
43,The Shadow,"$32,063,435","$32,063,435",100%,-,-
44,I Love Trouble,"$30,806,194","$30,806,194",100%,-,-
45,Major League II,"$30,626,182","$30,626,182",100%,-,-
46,Blank Check,"$30,577,969","$30,577,969",100%,-,-
47,Blown Away,"$30,156,002","$30,156,002",100%,-,-
48,A Low Down Dirty Shame,"$29,392,418","$29,392,418",100%,-,-
49,In the Army Now,"$28,881,266","$28,881,266",100%,-,-
50,Drop Zone,"$28,735,315","$28,735,315",100%,-,-
51,The Shawshank Redemption,"$28,341,469","$28,341,469",100%,-,-
52,Guarding Tess,"$27,058,304","$27,058,304",100%,-,-
53,I.Q.,"$26,381,221","$26,381,221",100%,-,-
54,My Father the Hero,"$25,479,558","$25,479,558",100%,-,-
55,Wyatt Earp,"$25,052,000","$25,052,000",100%,-,-
56,Quiz Show,"$24,822,619","$24,822,619",100%,-,-
57,Renaissance Man,"$24,332,324","$24,332,324",100%,-,-
58,Blue Chips,"$23,070,663","$23,070,663",100%,-,-
59,Frankenstein,"$22,006,296","$22,006,296",100%,-,-
60,Intersection,"$21,355,893","$21,355,893",100%,-,-
61,The Air Up There,"$21,011,318","$21,011,318",100%,-,-
62,Iron Will,"$21,006,361","$21,006,361",100%,-,-
63,Reality Bites,"$20,982,557","$20,982,557",100%,-,-
64,Jason's Lyric,"$20,851,521","$20,851,521",100%,-,-
65,Speechless,"$20,667,959","$20,667,959",100%,-,-
66,The Cowboy Way,"$20,280,016","$20,280,016",100%,-,-
67,"Corrina, Corrina","$20,164,171","$20,164,171",100%,-,-
68,Only You,"$20,059,210","$20,059,210",100%,-,-
69,With Honors,"$20,016,254","$20,016,254",100%,-,-
70,Color of Night,"$19,726,050","$19,726,050",100%,-,-
71,New Nightmare,"$19,721,741","$18,090,181",91.7%,"$1,631,560",8.3%
72,8 Seconds,"$19,623,396","$19,623,396",100%,-,-
73,Léon: The Professional,"$19,501,238","$19,501,238",100%,-,-
74,Little Giants,"$19,306,362","$19,306,362",100%,-,-
75,House Party 3,"$19,281,235","$19,281,235",100%,-,-
76,Getting Even with Dad,"$18,869,594","$18,869,594",100%,-,-
77,Love Affair,"$18,272,894","$18,272,894",100%,-,-
78,Sugar Hill,"$18,225,518","$18,225,518",100%,-,-
79,Milk Money,"$18,137,661","$18,137,661",100%,-,-
80,My Girl 2,"$17,359,799","$17,359,799",100%,-,-
81,Miracle on 34th Street,"$17,320,136","$17,320,136",100%,-,-
82,The War,"$16,928,556","$16,928,556",100%,-,-
83,Baby's Day Out,"$16,827,402","$16,827,402",100%,-,-
84,Lightning Jack,"$16,821,273","$16,821,273",100%,-,-
85,Andre,"$16,820,893","$16,820,893",100%,-,-
86,Blink,"$16,696,219","$16,696,219",100%,-,-
87,Terminal Velocity,"$16,487,349","$16,487,349",100%,-,-
88,Monkey Trouble,"$16,453,258","$16,453,258",100%,-,-
89,Above the Rim,"$16,192,320","$16,192,320",100%,-,-
